STATIONS DN TRAINS,BSR 90065 12 CAR,VR 90067 12 CAR,VR 90067 12 CAR.1,BVI 90069 12 CAR,BVI 90069 12 CAR.1,BVI 90071 12 CAR,BVI 90071 12 CAR.1,VR 90073 12 CAR,VR 90073 12 CAR.1,VR 92017 12 CAR,VR 92017 12 CAR.1,VR 92017 12 CAR.2,BVI 90077 12 CAR,BVI 90077 12 CAR.1,BVI 90077 12 CAR.2,BVI 90079 12 CAR,BVI 90079 12 CAR.1,BSR 92019 15 CAR,BSR 92019 15 CAR.1,VR 94007 12 CAR,VR 94007 12 CAR.1,VR 90083 12 CAR,VR 90083 12 CAR.1,GMN 90085 12 CAR,GMN 90085 12 CAR.1,GMN 90085 12 CAR.2,BVI 90087 12 CAR,BVI 90087 12 CAR.1,BVI 90087 12 CAR.2,BVI 90089 12 CAR,BVI 90089 12 CAR.1,BVI 90089 12 CAR.2,BVI 90089 12 CAR.3
Dahisar,,,,13:02,13:02,,,,,12:51,12:51,12:51,NOT ON,NOT ON,NOT ON,12:54,12:54,,,12:59,12:59,13:07,13:07,13:17,13:17,13:17,,,,,,,
Mira Road,,,,13:07,13:07,,,,,12:56,12:56,12:56,SUN,SUN,SUN,12:59,12:59,,,13:04,13:04,13:12,13:12,13:22,13:22,13:22,,,,,,,
Bhayandar,,,,13:13,13:13,,,,,13:01,13:01,13:01,ONLY,ONLY,ONLY,13:07,13:07,,,13:09,13:09,13:17,13:17,13:27,13:27,13:27,,,,,,,
Naigaon,,,,13:19,13:19,,,,,13:07,13:07,13:07,,,,,,,,13:15,13:15,13:23,13:23,13:33,13:33,13:33,,,,,,,
Vasai Road,,,,13:24,13:24,,,,,13:13,13:13,13:13,,,,,,,,13:20,13:20,13:28,13:28,13:38,13:38,13:38,,,,,,,
Nalla Sopara,,,,13:29,13:29,,,,,13:18,13:18,13:18,,,,,,,,13:25,13:25,13:33,13:33,13:43,13:43,13:43,,,,,,,
VIRAR,,13:20,13:20,13:35,13:35,,,,,13:25,13:25,13:25,,,,,,,,13:33,13:33,13:40,13:40,13:51,13:51,13:51,,,,,,,
STATIONS DN TRAINS,VR 90435 12 CAR,BVI 90437 12 CAR,BVI 90437 12 CAR,BVI 90439 12 CAR,BVI 90439 12 CAR,BVI 90441 12 CAR,BVI 90441 12 CAR,BVI 90443 12 CAR,BVI 90443 12 CAR,BSR 90445 12 CAR,BSR 90445 12 CAR,BSR 90445 12 CAR,BVI 90447 12 CAR,BVI 90447 12 CAR,BVI 90447 12 CAR,VR 90449 12 CAR,VR 90449 12 CAR,VR 94033 12 CAR,VR 94033 12 CAR,BVI 90453 12 CAR,BVI 90453 12 CAR,VR 90455 12 CAR,VR 90455 12 CAR,BYR 90457 12 CAR,BYR 90457 12 CAR,BYR 90457 12 CAR,GMN 90459 12 CAR,GMN 90459 12 CAR,GMN 90459 12 CAR,BVI 90461 12 CAR,BVI 90461 12 CAR,BVI 90461 12 CAR,BVI 90461 12 CAR
CHURCHGATE,12:13,12:16,12:16,12:16,12:16,12:19,12:19,12:22,12:22,12:22,12:22,12:22,12:26,12:26,12:26,12:29,12:29,12:29,12:29,12:32,12:32,12:34,12:34,,,,12:37,12:37,12:37,12:41,12:41,12:41,12:41
Marine Lines,12:16,12:19,12:19,12:19,12:19,12:22,12:22,12:25,12:25,12:25,12:25,12:25,12:29,12:29,12:29,12:32,12:32,12:32,12:32,12:35,12:35,12:37,12:37,,,,12:40,12:40,12:40,12:44,12:44,12:44,12:44
Charni Road,12:18,12:21,12:21,12:21,12:21,12:24,12:24,12:27,12:27,12:27,12:27,12:27,12:31,12:31,12:31,12:34,12:34,12:34,12:34,12:37,12:37,12:39,12:39,,,,12:42,12:42,12:42,12:46,12:46,12:46,12:46
Grant Road,12:21,12:24,12:24,12:24,12:24,12:27,12:27,12:30,12:30,12:30,12:30,12:30,12:34,12:34,12:34,12:37,12:37,12:37,12:37,12:40,12:40,12:42,12:42,,,,12:45,12:45,12:45,12:49,12:49,12:49,12:49
M'BAI CENTRAL (L),12:23,12:26,12:26,12:26,12:26,12:29,12:29,12:32,12:32,12:32,12:32,12:32,12:36,12:36,12:36,12:39,12:39,12:39,12:39,12:42,12:42,12:44,12:44,,,,12:47,12:47,12:47,12:51,12:51,12:51,12:51
Mahalakshmi,,12:29,12:29,,,12:32,12:32,12:35,12:35,,,,12:39,12:39,12:39,12:42,12:42,Air,Air,12:45,12:45,,,,,,12:50,12:50,12:50,12:54,12:54,12:54,12:54
Lower Parel,,12:32,12:32,,,12:35,12:35,12:38,12:38,,,,12:42,12:42,12:42,12:45,12:45,Condition,Condition,12:48,12:48,,,,,,12:53,12:53,12:53,12:57,12:57,12:57,12:57
Prabhadevi,,12:35,12:35,,,12:38,12:38,12:41,12:41,,,,12:45,12:45,12:45,12:48,12:48,,,12:51,12:51,,,,,,12:56,12:56,12:56,13:00,13:00,13:00,13:00
DADAR,12:30,12:37,12:37,12:33,12:33,12:40,12:40,12:43,12:43,12:39,12:39,12:39,12:47,12:47,12:47,12:50,12:50,12:46,12:46,12:53,12:53,12:51,12:51,,,,12:58,12:58,12:58,13:02,13:02,13:02,13:02
Matunga Road,,12:39,12:39,,,12:42,12:42,12:45,12:45,,,,12:49,12:49,12:49,12:52,12:52,,,12:55,12:55,,,,,,13:00,13:00,13:00,13:04,13:04,13:04,13:04
Mahim Jn.,,12:42,12:42,,,12:45,12:45,12:48,12:48,,,,12:52,12:52,12:52,12:55,12:55,,,12:58,12:58,,,,,,13:03,13:03,13:03,13:07,13:07,13:07,13:07
BANDRA,12:35,12:46,12:46,12:38,12:38,12:49,12:49,12:52,12:52,12:44,12:44,12:44,12:56,12:56,12:56,12:59,12:59,12:52,12:52,13:02,13:02,12:57,12:57,,,,13:07,13:07,13:07,13:11,13:11,13:11,13:11
Khar Road,,12:49,12:49,,,12:52,12:52,12:55,12:55,,,,12:59,12:59,12:59,13:02,13:02,,,13:05,13:05,,,,,,13:10,13:10,13:10,13:14,13:14,13:14,13:14
Santa Cruz,,12:51,12:51,,,12:54,12:54,12:58,12:58,,,,13:02,13:02,13:02,13:05,13:05,,,13:08,13:08,,,,,,13:13,13:13,13:13,13:17,13:17,13:17,13:17
Vile Parle,,12:54,12:54,,,12:57,12:57,13:01,13:01,,,,13:05,13:05,13:05,13:08,13:08,,,13:11,13:11,,,,,,13:16,13:16,13:16,13:20,13:20,13:20,13:20
ANDHERI,12:43,12:59,12:59,12:46,12:46,13:02,13:02,13:06,13:06,12:52,12:52,12:52,13:10,13:10,13:10,13:13,13:13,13:03,13:03,13:16,13:16,13:07,13:07,13:20,13:20,13:20,13:22,13:22,13:22,13:25,13:25,13:25,13:25
Jogeshwari,,13:02,13:02,,,13:05,13:05,13:09,13:09,,,,13:13,13:13,13:13,13:16,13:16,,,13:19,13:19,,,13:23,13:23,13:23,13:26,13:26,13:26,13:28,13:28,13:28,13:28
Ram Mandir,,13:05,13:05,,,13:08,13:08,13:12,13:12,,,,13:16,13:16,13:16,13:19,13:19,,,13:22,13:22,,,13:26,13:26,13:26,13:29,13:29,13:29,13:31,13:31,13:31,13:31
Goregaon,,13:07,13:07,,,13:10,13:10,13:14,13:14,,,,13:18,13:18,13:18,13:21,13:21,,,13:24,13:24,,,13:28,13:28,13:28,13:33,13:33,13:33,13:33,13:33,13:33,13:33
Malad,,13:11,13:11,,,13:14,13:14,13:18,13:18,,,,13:22,13:22,13:22,13:25,13:25,,,13:28,13:28,,,13:32,13:32,13:32,,,,13:37,13:37,13:37,13:37
Kandivli,,13:14,13:14,,,13:17,13:17,13:21,13:21,,,,13:25,13:25,13:25,13:28,13:28,,,13:31,13:31,,,13:35,13:35,13:35,,,,13:40,13:40,13:40,13:40
BORIVALI,12:57,13:21,13:21,13:03,13:03,13:24,13:24,13:27,13:27,13:06,13:06,13:06,13:32,13:32,13:32,13:34,13:34,13:19,13:19,13:38,13:38,13:22,13:22,13:40,13:40,13:40,,,,13:46,13:46,13:46,13:46
Dahisar,,,,,,,,,,13:10,13:10,13:10,,,,13:38,13:38,,,NOT ON,NOT ON,13:27,13:27,13:44,13:44,13:44,,,,,,,
Mira Road,,,,,,,,,,13:14,13:14,13:14,,,,13:43,13:43,,,SUN,SUN,13:32,13:32,13:49,13:49,13:49,,,,,,,
Bhayandar,13:06,,,,,,,,,13:19,13:19,13:19,,,,13:48,13:48,13:28,13:28,ONLY,ONLY,13:37,13:37,13:55,13:55,13:55,,,,,,,
Naigaon,,,,,,,,,,13:25,13:25,13:25,,,,13:54,13:54,T,T,,,13:43,13:43,,,,,,,,,,
Vasai Road,13:14,,,,,,,,,13:33,13:33,13:33,,,,13:59,13:59,13:36,13:36,,,13:48,13:48,,,,,,,,,,
Nalla Sopara,,,,,,,,,,,,,,,,14:04,14:04,,,,,13:53,13:53,,,,,,,,,,
VIRAR,13:24,,,,,,,,,,,,,,,14:10,14:10,13:46,13:46,,,13:59,13:59,,,,,,,,,,
STATIONS DN TRAINS,VR 90463 12 CAR,BVI 94035 12 CAR,BVI 94035 12 CAR,BVI 90465 12 CAR,BVI 90465 12 CAR,BVI 90467 12 CAR,BVI 90467 12 CAR,VR 92101 12 CAR,VR 92101 12 CAR,VR 90469 12 CAR,VR 90469 12 CAR,VR 90469 12 CAR,BVI 90471 12 CAR,BVI 90471 12 CAR,BVI 90471 12 CAR,BVI 90473 12 CAR,BVI 90473 12 CAR,VR 92103 15 CAR,VR 92103 15 CAR,VR 92105 15 CAR,VR 92105 15 CAR,BVI 90475 12 CAR,BVI 90475 12 CAR,BVI 90475 12 CAR,VR 94037 12 CAR,VR 94037 12 CAR,VR 94037 12 CAR,BVI 90481 12 CAR,BVI 90481 12 CAR,BVI 90481 12 CAR,BVI 90483 12 CAR,BVI 90483 12 CAR,BVI 90483 12 CAR
CHURCHGATE,12:41,12:45,12:45,12:48,12:48,12:54,12:54,12:54,12:54,,,,12:58,12:58,12:58,13:02,13:02,13:03,13:03,,,13:05,13:05,13:05,13:08,13:08,13:08,13:12,13:12,13:12,13:16,13:16,13:16
Marine Lines,12:44,12:48,12:48,12:51,12:51,12:57,12:57,,,,,,13:01,13:01,13:01,13:05,13:05,,,,,13:08,13:08,13:08,13:11,13:11,13:11,13:15,13:15,13:15,13:19,13:19,13:19
Charni Road,12:46,12:50,12:50,12:53,12:53,12:59,12:59,,,,,,13:03,13:03,13:03,13:07,13:07,,,,,13:10,13:10,13:10,13:13,13:13,13:13,13:17,13:17,13:17,13:21,13:21,13:21
Grant Road,12:49,12:53,12:53,12:56,12:56,13:02,13:02,,,,,,13:06,13:06,13:06,13:10,13:10,,,,,13:13,13:13,13:13,13:16,13:16,13:16,13:20,13:20,13:20,13:24,13:24,13:24
M'BAI CENTRAL (L),12:51,12:55,12:55,12:58,12:58,13:04,13:04,13:02,13:02,,,,13:08,13:08,13:08,13:12,13:12,13:11,13:11,,,13:15,13:15,13:15,13:18,13:18,13:18,13:22,13:22,13:22,13:26,13:26,13:26
Mahalakshmi,,12:58,12:58,13:01,13:01,13:07,13:07,,,,,,13:11,13:11,13:11,13:15,13:15,,,NOT ON,NOT ON,13:18,13:18,13:18,13:21,13:21,13:21,13:25,13:25,13:25,13:29,13:29,13:29
Lower Parel,,13:01,13:01,13:04,13:04,13:10,13:10,,,,,,13:14,13:14,13:14,13:18,13:18,,,SUN,SUN,13:21,13:21,13:21,13:24,13:24,13:24,13:28,13:28,13:28,13:32,13:32,13:32
Prabhadevi,,13:04,13:04,13:07,13:07,13:13,13:13,,,,,,13:17,13:17,13:17,13:21,13:21,,,ONLY,ONLY,13:24,13:24,13:24,13:27,13:27,13:27,13:31,13:31,13:31,13:35,13:35,13:35
DADAR,12:58,13:06,13:06,13:09,13:09,13:15,13:15,13:09,13:09,13:12,13:12,13:12,13:19,13:19,13:19,13:23,13:23,13:18,13:18,13:23,13:23,13:26,13:26,13:26,13:29,13:29,13:29,13:33,13:33,13:33,13:37,13:37,13:37
Matunga Road,,13:08,13:08,13:11,13:11,13:17,13:17,,,,,,13:21,13:21,13:21,13:25,13:25,,,,,13:28,13:28,13:28,13:31,13:31,13:31,13:35,13:35,13:35,13:39,13:39,13:39
Mahim Jn.,,13:11,13:11,13:14,13:14,13:20,13:20,,,,,,13:24,13:24,13:24,13:28,13:28,,,,,13:31,13:31,13:31,13:34,13:34,13:34,13:38,13:38,13:38,13:42,13:42,13:42
BANDRA,13:04,13:15,13:15,13:18,13:18,13:24,13:24,13:14,13:14,13:19,13:19,13:19,13:28,13:28,13:28,13:32,13:32,13:23,13:23,13:29,13:29,13:35,13:35,13:35,13:38,13:38,13:38,13:42,13:42,13:42,13:46,13:46,13:46
Khar Road,,13:18,13:18,13:21,13:21,13:27,13:27,,,,,,13:31,13:31,13:31,13:35,13:35,,,,,13:38,13:38,13:38,13:41,13:41,13:41,13:45,13:45,13:45,13:49,13:49,13:49
Santa Cruz,,13:21,13:21,13:24,13:24,13:30,13:30,,,,,,13:33,13:33,13:33,13:37,13:37,,,,,13:40,13:40,13:40,13:44,13:44,13:44,13:48,13:48,13:48,13:52,13:52,13:52
Vile Parle,,13:24,13:24,13:27,13:27,13:33,13:33,,,,,,13:36,13:36,13:36,13:40,13:40,,,,,13:43,13:43,13:43,13:47,13:47,13:47,13:51,13:51,13:51,13:55,13:55,13:55
ANDHERI,13:13,13:29,13:29,13:33,13:33,13:38,13:38,13:23,13:23,13:28,13:28,13:28,13:41,13:41,13:41,13:45,13:45,13:32,13:32,13:37,13:37,13:48,13:48,13:48,13:52,13:52,13:52,13:56,13:56,13:56,14:00,14:00,14:00
Jogeshwari,,13:32,13:32,13:36,13:36,13:41,13:41,,,,,,13:44,13:44,13:44,13:48,13:48,,,,,13:51,13:51,13:51,13:55,13:55,13:55,13:59,13:59,13:59,14:03,14:03,14:03
Ram Mandir,,13:35,13:35,13:39,13:39,13:44,13:44,,,,,,13:47,13:47,13:47,13:51,13:51,,,,,13:54,13:54,13:54,13:58,13:58,13:58,14:02,14:02,14:02,14:06,14:06,14:06
Goregaon,,13:37,13:37,13:41,13:41,13:46,13:46,,,,,,13:49,13:49,13:49,13:53,13:53,,,,,13:56,13:56,13:56,14:00,14:00,14:00,14:04,14:04,14:04,14:08,14:08,14:08
Malad,,13:41,13:41,13:45,13:45,13:50,13:50,,,,,,13:53,13:53,13:53,13:57,13:57,,,,,14:00,14:00,14:00,14:04,14:04,14:04,14:08,14:08,14:08,14:12,14:12,14:12
Kandivli,,13:44,13:44,13:48,13:48,13:53,13:53,,,,,,13:56,13:56,13:56,14:00,14:00,,,,,14:03,14:03,14:03,14:07,14:07,14:07,14:11,14:11,14:11,14:15,14:15,14:15
BORIVALI,13:28,,,13:54,13:54,13:59,13:59,13:41,13:41,13:45,13:45,13:45,14:03,14:03,14:03,14:07,14:07,13:49,13:49,13:52,13:52,14:10,14:10,14:10,14:13,14:13,14:13,14:18,14:18,14:18,14:21,14:21,14:21
Dahisar,13:32,Air,Air,,,,,13:45,13:45,13:53,13:53,13:53,,,,,,,,13:58,13:58,,,,14:18,14:18,14:18,,,,NOT ON,NOT ON,NOT ON
Mira Road,13:37,Condition,Condition,,,,,13:50,13:50,13:58,13:58,13:58,,,,,,,,14:03,14:03,,,,14:23,14:23,14:23,,,,SUN,SUN,SUN
Bhayandar,13:42,,,,,,,13:55,13:55,14:02,14:02,14:02,,,,,,14:01,14:01,14:08,14:08,,,,14:28,14:28,14:28,,,,ONLY,ONLY,ONLY
Naigaon,13:48,,,,,,,14:00,14:00,14:08,14:08,14:08,,,,,,,,14:14,14:14,,,,14:34,14:34,14:34,,,,,,
Vasai Road,13:53,ON SAT,ON SAT,,,,,14:05,14:05,14:13,14:13,14:13,,,,,,14:09,14:09,14:19,14:19,,,,14:40,14:40,14:40,,,,,,
Nalla Sopara,13:58,& SUN,& SUN,,,,,14:10,14:10,14:18,14:18,14:18,,,,,,,,14:24,14:24,,,,14:45,14:45,14:45,,,,,,
VIRAR,14:04,NON AC,NON AC,,,,,14:20,14:20,14:24,14:24,14:24,,,,,,14:21,14:21,14:32,14:32,,,,14:54,14:54,14:54,,,,,,
STATIONS DN TRAINS,BSR 90485 12 CAR,BYR 90487 12 CAR,BYR 90487 12 CAR,BVI 90489 12 CAR,BVI 90489 12 CAR,VR 90491 12 CAR,VR 90491 12 CAR,VR 90491A 12 CAR,VR 90491A 12 CAR,VR 92107 15 CAR,VR 92107 15 CAR,VR 92107 15 CAR,BVI 90493 12 CAR,BVI 90493 12 CAR,BVI 90493 12 CAR,VR 92109 15 CAR,VR 92109 15 CAR,BVI 90495 12 CAR,BVI 90495 12 CAR,BVI 90497 12 CAR,BVI 90497 12 CAR,VR 90499 12 CAR,VR 90499 12 CAR,VR 90501 12 CAR,VR 90501 12 CAR,VR 90501 12 CAR,VR 94039 12 CAR,VR 94039 12 CAR,VR 94039 12 CAR,VR 94039 12 CAR,DRD 93023 12 CAR,DRD 93023 12 CAR,DRD 93023 12 CAR
CHURCHGATE,13:16,13:19,13:19,13:23,13:23,13:20,13:20,,,,,,13:27,13:27,13:27,,,13:32,13:32,13:38,13:38,13:38,13:38,,,,13:45,13:45,13:45,13:45,,,
Marine Lines,13:19,13:22,13:22,13:26,13:26,13:23,13:23,,,,,,13:30,13:30,13:30,,,13:35,13:35,13:41,13:41,13:41,13:41,,,,13:48,13:48,13:48,13:48,,,
Charni Road,13:21,13:24,13:24,13:28,13:28,13:25,13:25,,,,,,13:32,13:32,13:32,,,13:37,13:37,13:43,13:43,13:43,13:43,,,,13:50,13:50,13:50,13:50,,,
Grant Road,13:24,13:27,13:27,13:31,13:31,13:28,13:28,,,,,,13:35,13:35,13:35,,,13:40,13:40,13:46,13:46,13:46,13:46,,,,13:53,13:53,13:53,13:53,,,
M'BAI CENTRAL (L),13:26,13:29,13:29,13:33,13:33,13:30,13:30,,,,,,13:37,13:37,13:37,,,13:42,13:42,13:48,13:48,13:48,13:48,,,,13:55,13:55,13:55,13:55,,,
Mahalakshmi,,13:32,13:32,13:36,13:36,,,,,,,,13:40,13:40,13:40,,,13:45,13:45,13:51,13:51,,,,,,Air,Air,Air,Air,,,
Lower Parel,,13:35,13:35,13:39,13:39,,,,,,,,13:43,13:43,13:43,,,13:48,13:48,13:54,13:54,,,,,,Condition,Condition,Condition,Condition,,,
Prabhadevi,,13:38,13:38,13:42,13:42,,,,,,,,13:46,13:46,13:46,,,13:51,13:51,13:57,13:57,,,,,,,,,,,,
DADAR,13:33,13:40,13:40,13:44,13:44,13:37,13:37,,,13:40,13:40,13:40,13:48,13:48,13:48,,,13:53,13:53,13:59,13:59,13:55,13:55,14:00,14:00,14:00,14:03,14:03,14:03,14:03,,,
Matunga Road,,13:42,13:42,13:46,13:46,,,,,,,,13:50,13:50,13:50,,,13:55,13:55,14:01,14:01,,,,,,,,,,,,
Mahim Jn.,,13:45,13:45,13:49,13:49,,,,,,,,13:53,13:53,13:53,,,13:58,13:58,14:04,14:04,,,,,,,,,,,,
BANDRA,13:38,13:49,13:49,13:53,13:53,13:42,13:42,,,13:47,13:47,13:47,13:57,13:57,13:57,,,14:02,14:02,14:08,14:08,14:00,14:00,14:06,14:06,14:06,14:09,14:09,14:09,14:09,,,
Khar Road,,13:52,13:52,13:56,13:56,,,,,,,,14:00,14:00,14:00,,,14:05,14:05,14:11,14:11,,,,,,ON SAT,ON SAT,ON SAT,ON SAT,,,
Santa Cruz,,13:55,13:55,13:59,13:59,,,,,,,,14:03,14:03,14:03,,,14:08,14:08,14:13,14:13,,,,,,& SUN,& SUN,& SUN,& SUN,,,
Vile Parle,,13:58,13:58,14:02,14:02,,,,,,,,14:06,14:06,14:06,,,14:11,14:11,14:16,14:16,,,,,,NON AC,NON AC,NON AC,NON AC,,,
ANDHERI,13:46,14:03,14:03,14:07,14:07,13:50,13:50,14:00,14:00,13:55,13:55,13:55,14:10,14:10,14:10,14:13,14:13,14:16,14:16,14:20,14:20,14:08,14:08,14:14,14:14,14:14,14:18,14:18,14:18,14:18,,,
Jogeshwari,,14:06,14:06,14:10,14:10,,,,,,,,14:13,14:13,14:13,14:17,14:17,14:20,14:20,14:23,14:23,,,,,,,,,,,,
Ram Mandir,,14:09,14:09,14:13,14:13,,,,,,,,14:16,14:16,14:16,14:20,14:20,14:23,14:23,14:26,14:26,,,,,,,,,,,,
Goregaon,,14:11,14:11,14:15,14:15,,,,,,,,14:18,14:18,14:18,14:22,14:22,14:25,14:25,14:28,14:28,,,,,,,,,,,,
Malad,,14:15,14:15,14:19,14:19,,,,,,,,14:22,14:22,14:22,14:26,14:26,14:29,14:29,14:32,14:32,,,,,,,,,,,,
Kandivli,,14:18,14:18,14:22,14:22,,,,,,,,14:25,14:25,14:25,14:29,14:29,14:32,14:32,14:35,14:35,,,,,,,,,,,,
BORIVALI,14:01,14:24,14:24,14:28,14:28,14:05,14:05,P,P,14:07,14:07,14:07,14:32,14:32,14:32,14:35,14:35,14:38,14:38,14:41,14:41,14:21,14:21,14:28,14:28,14:28,14:32,14:32,14:32,14:32,,,
Dahisar,14:06,14:28,14:28,,,14:11,14:11,14:20,14:20,,,,NOT ON,NOT ON,NOT ON,14:40,14:40,,,,,14:25,14:25,14:32,14:32,14:32,,,,,,,
Mira Road,14:11,14:33,14:33,,,14:16,14:16,,,,,,SUN,SUN,SUN,14:45,14:45,,,,,14:30,14:30,14:37,14:37,14:37,,,,,,,
Bhayandar,14:16,14:40,14:40,,,14:20,14:20,14:26,14:26,14:15,14:15,14:15,ONLY,ONLY,ONLY,14:50,14:50,,,,,14:35,14:35,14:42,14:42,14:42,14:40,14:40,14:40,14:40,,,
Naigaon,14:22,,,,,14:26,14:26,,,,,,,,,14:56,14:56,,,,,14:41,14:41,14:48,14:48,14:48,,,,,,,
Vasai Road,14:27,,,,,14:31,14:31,14:33,14:33,14:24,14:24,14:24,,,,15:01,15:01,,,,,14:47,14:47,14:54,14:54,14:54,14:51,14:51,14:51,14:51,,,
Nalla Sopara,,,,,,14:36,14:36,,,14:30,14:30,14:30,,,,15:06,15:06,,,,,14:53,14:53,15:00,15:00,15:00,,,,,,,
VIRAR,,,,,,14:44,14:44,14:42,14:42,14:37,14:37,14:37,,,,15:12,15:12,,,,,15:00,15:00,15:07,15:07,15:07,15:02,15:02,15:02,15:02,15:05,15:05,15:05
STATIONS DN TRAINS,BVI 90505 12 CAR,BVI 90507 12 CAR,BVI 90507 12 CAR,BVI 90509 12 CAR,BVI 90509 12 CAR,VR 90511 12 CAR,VR 90511 12 CAR,BSR 92111 15 CAR,BSR 92111 15 CAR,BVI 90513 12 CAR,BVI 90513 12 CAR,BVI 90513 12 CAR,VR 92113 15 CAR,VR 92113 15 CAR,VR 92113 15 CAR,GMN 90517 12 CAR,GMN 90517 12 CAR,VR 90519 12 CAR,VR 90519 12 CAR,BVI 90521 12 CAR,BVI 90521 12 CAR,VR 90523 12 CAR,VR 90523 12 CAR,BVI 90525 12 CAR,BVI 90525 12 CAR,BVI 90525 12 CAR,BSR 92115 12 CAR,BSR 92115 12 CAR,BSR 92115 12 CAR,BVI 90527 12 CAR,BVI 90527 12 CAR,BVI 90527 12 CAR,BVI 90527 12 CAR
CHURCHGATE,13:45,13:48,13:48,13:49,13:49,13:52,13:52,,,13:58,13:58,13:58,,,,14:02,14:02,14:02,14:02,14:05,14:05,14:10,14:10,14:08,14:08,14:08,,,,14:13,14:13,14:13,14:13
Marine Lines,13:48,13:51,13:51,13:52,13:52,13:55,13:55,,,14:01,14:01,14:01,,,,14:05,14:05,14:05,14:05,14:08,14:08,14:13,14:13,14:11,14:11,14:11,,,,14:16,14:16,14:16,14:16
Charni Road,13:50,13:53,13:53,13:54,13:54,13:57,13:57,,,14:03,14:03,14:03,,,,14:07,14:07,14:07,14:07,14:10,14:10,14:15,14:15,14:13,14:13,14:13,,,,14:18,14:18,14:18,14:18
Grant Road,13:53,13:56,13:56,13:57,13:57,14:00,14:00,,,14:06,14:06,14:06,,,,14:10,14:10,14:10,14:10,14:13,14:13,14:18,14:18,14:16,14:16,14:16,,,,14:21,14:21,14:21,14:21
M'BAI CENTRAL (L),13:55,13:58,13:58,13:59,13:59,14:02,14:02,,,14:08,14:08,14:08,,,,14:12,14:12,14:12,14:12,14:15,14:15,14:20,14:20,14:18,14:18,14:18,,,,14:23,14:23,14:23,14:23
Mahalakshmi,13:58,14:01,14:01,,,14:05,14:05,,,14:11,14:11,14:11,,,,14:15,14:15,,,,,,,14:21,14:21,14:21,,,,14:26,14:26,14:26,14:26
Lower Parel,14:01,14:04,14:04,,,14:08,14:08,,,14:14,14:14,14:14,,,,14:18,14:18,,,,,,,14:24,14:24,14:24,,,,14:29,14:29,14:29,14:29
Prabhadevi,14:04,14:07,14:07,,,14:11,14:11,,,14:17,14:17,14:17,,,,14:21,14:21,,,,,,,14:27,14:27,14:27,,,,14:32,14:32,14:32,14:32
DADAR,14:06,14:09,14:09,14:06,14:06,14:13,14:13,,,14:19,14:19,14:19,14:17,14:17,14:17,14:23,14:23,14:20,14:20,14:22,14:22,14:27,14:27,14:29,14:29,14:29,,,,14:34,14:34,14:34,14:34
Matunga Road,14:08,14:11,14:11,,,14:15,14:15,,,14:21,14:21,14:21,,,,14:25,14:25,,,,,,,14:31,14:31,14:31,,,,14:36,14:36,14:36,14:36
Mahim Jn.,14:11,14:14,14:14,,,14:18,14:18,,,14:24,14:24,14:24,,,,14:28,14:28,,,,,,,14:34,14:34,14:34,,,,14:39,14:39,14:39,14:39
BANDRA,14:15,14:18,14:18,14:12,14:12,14:22,14:22,,,14:28,14:28,14:28,14:23,14:23,14:23,14:32,14:32,14:26,14:26,14:30,14:30,14:33,14:33,14:38,14:38,14:38,,,,14:43,14:43,14:43,14:43
Khar Road,14:18,14:22,14:22,,,14:25,14:25,,,14:31,14:31,14:31,,,,14:35,14:35,,,,,,,14:41,14:41,14:41,,,,14:46,14:46,14:46,14:46
Santa Cruz,14:20,14:24,14:24,,,14:28,14:28,,,14:34,14:34,14:34,,,,14:38,14:38,,,,,,,14:44,14:44,14:44,,,,14:49,14:49,14:49,14:49
Vile Parle,14:23,14:27,14:27,,,14:31,14:31,,,14:37,14:37,14:37,,,,14:41,14:41,,,,,,,14:47,14:47,14:47,,,,14:52,14:52,14:52,14:52
ANDHERI,14:28,14:32,14:32,14:21,14:21,14:36,14:36,14:27,14:27,14:43,14:43,14:43,14:32,14:32,14:32,14:47,14:47,14:35,14:35,14:39,14:39,14:42,14:42,14:51,14:51,14:51,14:54,14:54,14:54,14:57,14:57,14:57,14:57
Jogeshwari,14:31,14:35,14:35,,,14:39,14:39,,,14:46,14:46,14:46,,,,14:51,14:51,,,14:43,14:43,,,14:54,14:54,14:54,14:58,14:58,14:58,15:01,15:01,15:01,15:01
Ram Mandir,14:34,14:38,14:38,,,14:42,14:42,,,14:49,14:49,14:49,,,,14:54,14:54,,,--,--,,,14:57,14:57,14:57,15:01,15:01,15:01,15:04,15:04,15:04,15:04
Goregaon,14:36,14:40,14:40,,,14:44,14:44,,,14:51,14:51,14:51,,,,14:59,14:59,,,14:48,14:48,,,14:59,14:59,14:59,15:03,15:03,15:03,15:06,15:06,15:06,15:06
Malad,14:40,14:44,14:44,,,14:48,14:48,,,14:55,14:55,14:55,,,,,,,,14:52,14:52,,,15:03,15:03,15:03,15:07,15:07,15:07,15:10,15:10,15:10,15:10
Kandivli,14:43,14:47,14:47,,,14:51,14:51,,,14:58,14:58,14:58,,,,,,,,14:55,14:55,,,15:06,15:06,15:06,15:10,15:10,15:10,15:13,15:13,15:13,15:13
